Time,PV,SP
4/3/23 3:12,24.826 °C,
4/3/23 3:13,24.888 °C,
4/3/23 3:14,24.826 °C,
4/3/23 3:15,24.888 °C,
4/3/23 3:16,24.888 °C,
4/3/23 3:17,24.888 °C,
4/3/23 3:18,24.888 °C,
4/3/23 3:19,24.888 °C,
4/3/23 3:20,24.888 °C,
4/3/23 3:21,24.888 °C,
4/3/23 3:22,24.888 °C,
4/3/23 3:23,24.888 °C,
4/3/23 3:24,24.888 °C,
4/3/23 3:25,24.888 °C,
4/3/23 3:26,24.888 °C,
4/3/23 3:27,24.888 °C,
4/3/23 3:28,24.888 °C,
4/3/23 3:29,24.888 °C,
4/3/23 3:30,24.888 °C,
4/3/23 3:31,24.888 °C,
4/3/23 3:32,24.888 °C,
4/3/23 3:33,24.888 °C,
4/3/23 3:34,24.888 °C,
4/3/23 3:35,24.888 °C,
4/3/23 3:36,24.888 °C,
4/3/23 3:37,24.888 °C,
4/3/23 3:38,24.888 °C,
4/3/23 3:39,24.888 °C,
4/3/23 3:40,24.888 °C,
4/3/23 3:41,24.888 °C,
4/3/23 3:42,24.888 °C,
4/3/23 3:43,24.888 °C,
4/3/23 3:44,24.888 °C,
4/3/23 3:45,24.888 °C,
4/3/23 3:46,24.888 °C,
4/3/23 3:47,24.888 °C,
4/3/23 3:48,24.888 °C,
4/3/23 3:49,24.888 °C,
4/3/23 3:50,24.888 °C,
4/3/23 3:51,24.888 °C,
4/3/23 3:52,24.888 °C,
4/3/23 3:53,24.888 °C,
4/3/23 3:54,24.888 °C,
4/3/23 3:55,24.888 °C,
4/3/23 3:56,24.888 °C,
4/3/23 3:57,24.888 °C,
4/3/23 3:58,24.888 °C,
4/3/23 3:59,24.888 °C,
4/3/23 4:00,24.888 °C,
4/3/23 4:01,24.888 °C,
4/3/23 4:02,24.888 °C,
4/3/23 4:03,24.888 °C,
4/3/23 4:04,24.888 °C,
4/3/23 4:05,24.888 °C,
4/3/23 4:06,24.888 °C,
4/3/23 4:07,24.888 °C,
4/3/23 4:08,24.888 °C,
4/3/23 4:09,24.888 °C,
4/3/23 4:10,24.888 °C,
4/3/23 4:11,24.888 °C,
4/3/23 4:12,24.888 °C,
4/3/23 4:13,24.888 °C,
4/3/23 4:14,24.888 °C,
4/3/23 4:15,24.888 °C,
4/3/23 4:16,24.888 °C,
4/3/23 4:17,24.888 °C,
4/3/23 4:18,24.888 °C,
4/3/23 4:19,24.888 °C,
4/3/23 4:20,24.888 °C,
4/3/23 4:21,24.888 °C,
4/3/23 4:22,24.888 °C,
4/3/23 4:23,24.888 °C,
4/3/23 4:24,24.888 °C,
4/3/23 4:25,24.888 °C,
4/3/23 4:26,24.888 °C,
4/3/23 4:27,24.888 °C,
4/3/23 4:28,24.888 °C,
4/3/23 4:29,24.888 °C,
4/3/23 4:30,24.888 °C,
4/3/23 4:31,24.888 °C,
4/3/23 4:32,24.888 °C,
4/3/23 4:33,24.888 °C,
4/3/23 4:34,24.888 °C,
4/3/23 4:35,24.888 °C,
4/3/23 4:36,24.888 °C,
4/3/23 4:37,24.888 °C,
4/3/23 4:38,24.888 °C,
4/3/23 4:39,24.888 °C,
4/3/23 4:40,24.888 °C,
4/3/23 4:41,24.888 °C,
4/3/23 4:42,24.888 °C,
4/3/23 4:43,24.888 °C,
4/3/23 4:44,24.888 °C,
4/3/23 4:45,24.888 °C,
4/3/23 4:46,24.888 °C,
4/3/23 4:47,24.888 °C,
4/3/23 4:48,24.888 °C,
4/3/23 4:49,24.888 °C,
4/3/23 4:50,24.888 °C,
4/3/23 4:51,24.888 °C,
4/3/23 4:52,24.888 °C,
4/3/23 4:53,24.888 °C,
4/3/23 4:54,24.888 °C,
4/3/23 4:55,24.888 °C,
4/3/23 4:56,24.888 °C,
4/3/23 4:57,24.888 °C,
4/3/23 4:58,24.888 °C,
4/3/23 4:59,24.888 °C,
4/3/23 5:00,24.888 °C,
4/3/23 5:01,24.888 °C,
4/3/23 5:02,24.888 °C,
4/3/23 5:03,24.888 °C,
4/3/23 5:04,24.888 °C,
4/3/23 5:05,24.888 °C,
4/3/23 5:06,24.888 °C,
4/3/23 5:07,24.888 °C,
4/3/23 5:08,24.888 °C,
4/3/23 5:09,24.888 °C,
4/3/23 5:10,24.888 °C,
4/3/23 5:11,24.888 °C,
4/3/23 5:12,24.888 °C,
4/3/23 5:13,24.888 °C,
4/3/23 5:14,24.888 °C,
4/3/23 5:15,24.951 °C,
4/3/23 5:16,24.888 °C,
4/3/23 5:17,24.888 °C,
4/3/23 5:18,24.888 °C,
4/3/23 5:19,24.888 °C,
4/3/23 5:20,24.888 °C,
4/3/23 5:21,24.888 °C,
4/3/23 5:22,24.888 °C,
4/3/23 5:23,24.888 °C,
4/3/23 5:24,24.888 °C,
4/3/23 5:25,24.888 °C,
4/3/23 5:26,24.888 °C,
4/3/23 5:27,24.888 °C,
4/3/23 5:28,24.888 °C,
4/3/23 5:29,24.888 °C,
4/3/23 5:30,24.888 °C,
4/3/23 5:31,24.888 °C,
4/3/23 5:32,24.888 °C,
4/3/23 5:33,24.888 °C,
4/3/23 5:34,24.888 °C,
4/3/23 5:35,24.826 °C,
4/3/23 5:36,24.826 °C,
4/3/23 5:37,24.826 °C,
4/3/23 5:38,24.826 °C,
4/3/23 5:39,24.826 °C,
4/3/23 5:40,24.826 °C,
4/3/23 5:41,24.826 °C,
4/3/23 5:43,24.826 °C,
4/3/23 5:44,24.826 °C,
4/3/23 5:45,24.826 °C,
4/3/23 5:46,24.826 °C,
4/3/23 5:47,24.826 °C,
4/3/23 5:48,24.826 °C,
4/3/23 5:49,24.826 °C,
4/3/23 5:50,24.826 °C,
4/3/23 5:51,24.826 °C,
4/3/23 5:52,24.826 °C,
4/3/23 5:53,24.826 °C,
4/3/23 5:54,24.826 °C,
4/3/23 5:55,24.826 °C,
4/3/23 5:56,24.826 °C,
4/3/23 5:57,24.826 °C,
4/3/23 5:58,24.826 °C,
4/3/23 5:59,24.826 °C,
4/3/23 6:00,24.826 °C,
4/3/23 6:01,24.826 °C,
4/3/23 6:02,24.826 °C,
4/3/23 6:03,24.826 °C,
4/3/23 6:04,24.763 °C,
4/3/23 6:05,24.763 °C,
4/3/23 6:06,24.826 °C,
4/3/23 6:07,24.763 °C,
4/3/23 6:08,24.763 °C,
4/3/23 6:09,24.763 °C,
4/3/23 6:10,24.763 °C,
4/3/23 6:11,24.763 °C,
4/3/23 6:12,24.763 °C,
4/3/23 6:13,24.763 °C,
4/3/23 6:14,24.763 °C,
4/3/23 6:15,24.763 °C,
4/3/23 6:16,24.763 °C,
4/3/23 6:17,24.763 °C,
4/3/23 6:18,24.763 °C,
4/3/23 6:19,24.763 °C,
4/3/23 6:20,24.763 °C,
4/3/23 6:21,24.763 °C,
4/3/23 6:22,24.763 °C,
4/3/23 6:23,24.763 °C,
4/3/23 6:24,24.763 °C,
4/3/23 6:25,24.763 °C,
4/3/23 6:26,24.763 °C,
4/3/23 6:27,24.763 °C,
4/3/23 6:28,24.763 °C,
4/3/23 6:29,24.763 °C,
4/3/23 6:30,24.763 °C,
4/3/23 6:31,24.763 °C,
4/3/23 6:32,24.763 °C,
4/3/23 6:33,24.763 °C,
4/3/23 6:34,24.763 °C,
4/3/23 6:35,24.763 °C,
4/3/23 6:36,24.763 °C,
4/3/23 6:37,24.763 °C,
4/3/23 6:38,24.763 °C,
4/3/23 6:39,24.763 °C,
4/3/23 6:40,24.763 °C,
4/3/23 6:41,24.763 °C,
4/3/23 6:42,24.763 °C,
4/3/23 6:43,24.763 °C,
4/3/23 6:44,24.763 °C,
4/3/23 6:45,24.763 °C,
4/3/23 6:46,24.763 °C,
4/3/23 6:47,24.763 °C,
4/3/23 6:48,24.763 °C,
4/3/23 6:49,24.701 °C,
4/3/23 6:50,24.763 °C,
4/3/23 6:51,24.701 °C,
4/3/23 6:52,24.763 °C,
4/3/23 6:53,24.763 °C,
4/3/23 6:54,24.763 °C,
4/3/23 6:55,24.763 °C,
4/3/23 6:56,24.763 °C,
4/3/23 6:57,24.763 °C,
4/3/23 6:58,24.763 °C,
4/3/23 6:59,24.763 °C,
4/3/23 7:00,24.763 °C,
4/3/23 7:01,24.763 °C,
4/3/23 7:02,24.763 °C,
4/3/23 7:03,24.763 °C,
4/3/23 7:04,24.701 °C,
4/3/23 7:05,24.763 °C,
4/3/23 7:06,24.701 °C,
4/3/23 7:07,24.763 °C,
4/3/23 7:08,24.701 °C,
4/3/23 7:09,24.701 °C,
4/3/23 7:10,24.701 °C,
4/3/23 7:11,24.701 °C,
4/3/23 7:12,24.763 °C,
4/3/23 7:13,24.763 °C,
4/3/23 7:14,24.763 °C,
4/3/23 7:15,24.701 °C,
4/3/23 7:16,24.701 °C,
4/3/23 7:17,24.701 °C,
4/3/23 7:18,24.763 °C,
4/3/23 7:19,24.701 °C,
4/3/23 7:20,24.763 °C,
4/3/23 7:21,24.701 °C,
4/3/23 7:22,24.701 °C,
4/3/23 7:23,24.701 °C,
4/3/23 7:24,24.763 °C,
4/3/23 7:25,24.701 °C,
4/3/23 7:26,24.763 °C,
4/3/23 7:27,24.763 °C,
4/3/23 7:28,24.763 °C,
4/3/23 7:29,24.701 °C,
4/3/23 7:30,24.701 °C,
4/3/23 7:31,24.763 °C,
4/3/23 7:32,24.763 °C,
4/3/23 7:33,24.701 °C,
4/3/23 7:34,24.763 °C,
4/3/23 7:35,24.763 °C,
4/3/23 7:36,24.763 °C,
4/3/23 7:37,24.763 °C,
4/3/23 7:38,24.763 °C,
4/3/23 7:39,24.763 °C,
4/3/23 7:40,24.763 °C,
4/3/23 7:41,24.701 °C,
4/3/23 7:42,24.763 °C,
4/3/23 7:43,24.701 °C,
4/3/23 7:44,24.763 °C,
4/3/23 7:45,24.701 °C,
4/3/23 7:46,24.763 °C,
4/3/23 7:47,24.763 °C,
4/3/23 7:48,24.763 °C,
4/3/23 7:49,24.763 °C,
4/3/23 7:50,24.763 °C,
4/3/23 7:51,24.763 °C,
4/3/23 7:52,24.763 °C,
4/3/23 7:53,24.763 °C,
4/3/23 7:54,24.763 °C,
4/3/23 7:55,24.763 °C,
4/3/23 7:56,24.763 °C,
4/3/23 7:57,24.763 °C,
4/3/23 7:58,24.763 °C,
4/3/23 7:59,24.763 °C,
4/3/23 8:00,24.763 °C,
4/3/23 8:01,24.763 °C,
4/3/23 8:02,24.763 °C,
4/3/23 8:03,24.763 °C,
4/3/23 8:04,24.763 °C,
4/3/23 8:05,24.763 °C,
4/3/23 8:06,24.763 °C,
4/3/23 8:07,24.763 °C,
4/3/23 8:08,24.763 °C,
4/3/23 8:09,24.763 °C,
4/3/23 8:10,24.763 °C,
4/3/23 8:11,24.763 °C,
4/3/23 8:12,24.763 °C,
4/3/23 8:13,24.763 °C,
4/3/23 8:14,24.763 °C,
4/3/23 8:15,24.763 °C,
4/3/23 8:16,24.763 °C,
4/3/23 8:17,24.763 °C,
4/3/23 8:18,24.763 °C,
4/3/23 8:19,24.763 °C,
4/3/23 8:20,24.763 °C,
4/3/23 8:21,24.763 °C,
4/3/23 8:22,24.763 °C,
4/3/23 8:23,24.763 °C,
4/3/23 8:24,24.763 °C,
4/3/23 8:25,24.763 °C,
4/3/23 8:26,24.763 °C,
4/3/23 8:27,24.763 °C,
4/3/23 8:28,24.763 °C,
4/3/23 8:29,24.763 °C,
4/3/23 8:30,24.763 °C,
4/3/23 8:31,24.763 °C,
4/3/23 8:32,24.763 °C,
4/3/23 8:33,24.763 °C,
4/3/23 8:34,24.763 °C,
4/3/23 8:35,24.763 °C,
4/3/23 8:36,24.763 °C,
4/3/23 8:37,24.763 °C,
4/3/23 8:38,24.763 °C,
4/3/23 8:39,24.763 °C,
4/3/23 8:40,24.763 °C,
4/3/23 8:41,24.763 °C,
4/3/23 8:42,24.763 °C,
4/3/23 8:43,24.763 °C,
4/3/23 8:44,24.763 °C,
4/3/23 8:45,24.763 °C,
4/3/23 8:46,24.763 °C,
4/3/23 8:47,24.763 °C,
4/3/23 8:48,24.763 °C,
4/3/23 8:49,24.763 °C,
4/3/23 8:50,24.763 °C,
4/3/23 8:51,24.763 °C,
4/3/23 8:52,24.763 °C,
4/3/23 8:53,24.763 °C,
4/3/23 8:54,24.826 °C,
4/3/23 8:55,24.826 °C,
4/3/23 8:56,24.763 °C,
4/3/23 8:57,24.763 °C,
4/3/23 8:58,24.826 °C,
4/3/23 8:59,24.826 °C,
4/3/23 9:00,24.826 °C,
4/3/23 9:01,24.763 °C,
4/3/23 9:02,24.826 °C,
4/3/23 9:03,24.826 °C,
4/3/23 9:04,24.826 °C,
4/3/23 9:05,24.826 °C,
4/3/23 9:06,24.826 °C,
4/3/23 9:07,24.826 °C,
4/3/23 9:08,24.826 °C,
4/3/23 9:09,24.826 °C,
4/3/23 9:10,24.826 °C,
4/3/23 9:11,24.826 °C,
4/3/23 9:12,24.826 °C,
4/3/23 9:13,24.826 °C,
4/3/23 9:14,24.826 °C,
4/3/23 9:15,24.826 °C,
4/3/23 9:16,24.826 °C,
4/3/23 9:17,24.826 °C,
4/3/23 9:18,24.826 °C,
4/3/23 9:19,24.826 °C,
4/3/23 9:20,24.826 °C,
4/3/23 9:21,24.888 °C,
4/3/23 9:22,24.888 °C,
4/3/23 9:23,24.826 °C,
4/3/23 9:24,24.888 °C,
4/3/23 9:25,24.826 °C,
4/3/23 9:26,24.888 °C,
4/3/23 9:27,24.888 °C,
4/3/23 9:28,24.888 °C,
4/3/23 9:29,24.888 °C,
4/3/23 9:30,24.888 °C,
4/3/23 9:31,24.888 °C,
4/3/23 9:32,24.888 °C,
4/3/23 9:33,24.888 °C,
4/3/23 9:34,24.888 °C,
4/3/23 9:35,24.951 °C,
4/3/23 9:36,24.951 °C,
4/3/23 9:37,24.951 °C,
4/3/23 9:38,24.951 °C,
4/3/23 9:39,24.951 °C,
4/3/23 9:40,24.951 °C,
4/3/23 9:41,24.951 °C,
4/3/23 9:42,24.951 °C,
4/3/23 9:43,24.951 °C,
4/3/23 9:44,24.951 °C,
4/3/23 9:45,24.951 °C,
4/3/23 9:46,24.951 °C,
4/3/23 9:47,24.951 °C,
4/3/23 9:48,24.951 °C,
4/3/23 9:49,24.951 °C,
4/3/23 9:50,24.951 °C,
4/3/23 9:51,24.951 °C,
4/3/23 9:52,24.951 °C,
4/3/23 9:53,24.951 °C,
4/3/23 9:54,24.951 °C,
4/3/23 9:55,24.951 °C,
4/3/23 9:56,24.951 °C,
4/3/23 9:57,24.951 °C,
4/3/23 9:58,24.951 °C,
4/3/23 9:59,24.951 °C,
##########,24.951 °C,
##########,24.951 °C,
##########,24.951 °C,
##########,24.951 °C,
##########,25.013 °C,
##########,25.013 °C,
##########,25.013 °C,
##########,25.013 °C,
##########,25.013 °C,
##########,25.013 °C,
##########,25.013 °C,
##########,25.013 °C,
##########,25.013 °C,
##########,25.013 °C,
##########,25.013 °C,
##########,25.013 °C,
##########,25.013 °C,
##########,25.013 °C,
##########,25.076 °C,
##########,25.076 °C,
##########,25.076 °C,
##########,25.076 °C,
##########,25.076 °C,
##########,25.076 °C,
##########,25.076 °C,
##########,25.076 °C,
##########,25.076 °C,
##########,25.138 °C,
##########,25.138 °C,
##########,25.138 °C,
##########,25.138 °C,
##########,25.138 °C,
##########,25.138 °C,
##########,25.138 °C,
##########,25.138 °C,
##########,25.138 °C,
##########,25.138 °C,
##########,25.201 °C,
##########,25.201 °C,
##########,25.138 °C,
##########,25.138 °C,
##########,25.201 °C,
##########,25.201 °C,
##########,25.201 °C,
##########,25.201 °C,
##########,25.201 °C,
##########,25.201 °C,
##########,25.201 °C,
##########,25.201 °C,
##########,25.201 °C,
##########,25.201 °C,
##########,25.263 °C,
##########,25.263 °C,
##########,25.263 °C,
##########,25.263 °C,
##########,25.263 °C,
##########,25.263 °C,
##########,25.263 °C,
##########,25.263 °C,
##########,25.326 °C,
##########,25.326 °C,
##########,25.326 °C,
##########,25.326 °C,
##########,25.326 °C,
##########,25.326 °C,
##########,25.326 °C,
##########,25.388 °C,
##########,25.388 °C,
##########,25.388 °C,
##########,25.388 °C,
##########,25.388 °C,
##########,25.388 °C,
##########,25.388 °C,
##########,25.388 °C,
##########,25.388 °C,
##########,25.388 °C,
##########,25.451 °C,
##########,25.388 °C,
##########,25.451 °C,
##########,25.451 °C,
##########,25.451 °C,
##########,25.451 °C,
##########,25.451 °C,
##########,25.451 °C,
##########,25.451 °C,
##########,25.451 °C,
##########,25.513 °C,
##########,25.451 °C,
##########,25.451 °C,
##########,25.513 °C,
##########,25.513 °C,
##########,25.513 °C,
##########,25.513 °C,
##########,25.513 °C,
##########,25.513 °C,
##########,25.513 °C,
##########,25.513 °C,
##########,25.513 °C,
##########,25.513 °C,
##########,25.513 °C,
##########,25.513 °C,
##########,25.513 °C,
##########,25.513 °C,
##########,25.576 °C,
##########,25.513 °C,
##########,25.576 °C,
##########,25.576 °C,
##########,25.513 °C,
##########,25.576 °C,
##########,25.576 °C,
##########,25.576 °C,
##########,25.576 °C,
##########,25.638 °C,
##########,25.638 °C,
##########,25.576 °C,
##########,25.638 °C,
##########,25.576 °C,
##########,25.638 °C,
##########,25.638 °C,
##########,25.638 °C,
##########,25.638 °C,
##########,25.638 °C,
##########,25.701 °C,
##########,25.701 °C,
##########,25.701 °C,
##########,25.701 °C,
##########,25.701 °C,
##########,25.701 °C,
##########,25.701 °C,
##########,25.763 °C,
##########,25.763 °C,
##########,25.763 °C,
##########,25.763 °C,
##########,25.701 °C,
##########,25.701 °C,
##########,25.763 °C,
##########,25.763 °C,
##########,25.763 °C,
##########,25.763 °C,
##########,25.763 °C,
##########,25.763 °C,
##########,25.763 °C,
##########,25.826 °C,
##########,25.826 °C,
##########,25.826 °C,
##########,25.826 °C,
##########,25.826 °C,
##########,25.826 °C,
##########,25.826 °C,
##########,25.826 °C,
##########,25.888 °C,
##########,25.888 °C,
##########,25.888 °C,
##########,25.888 °C,
##########,25.888 °C,
##########,25.888 °C,
##########,25.888 °C,
##########,25.888 °C,
##########,25.951 °C,
##########,25.951 °C,
##########,25.951 °C,
##########,25.888 °C,
##########,25.888 °C,
##########,25.951 °C,
##########,25.951 °C,
##########,25.888 °C,
##########,25.888 °C,
##########,25.951 °C,
##########,25.951 °C,
##########,25.951 °C,
##########,25.951 °C,
##########,25.951 °C,
##########,26.013 °C,
##########,25.951 °C,
##########,26.013 °C,
##########,26.013 °C,
##########,26.013 °C,
##########,26.013 °C,
##########,26.013 °C,
##########,26.013 °C,
##########,26.013 °C,
##########,26.013 °C,
##########,26.013 °C,
##########,26.013 °C,
##########,26.076 °C,
##########,26.076 °C,
##########,26.076 °C,
##########,26.076 °C,
##########,26.076 °C,
##########,26.076 °C,
##########,26.076 °C,
##########,26.076 °C,
##########,26.076 °C,
##########,26.076 °C,
##########,26.138 °C,
##########,26.076 °C,
##########,26.138 °C,
##########,26.138 °C,
##########,26.138 °C,
##########,26.138 °C,
##########,26.138 °C,
##########,26.138 °C,
##########,26.138 °C,
##########,26.138 °C,
##########,26.138 °C,
##########,26.138 °C,
##########,26.138 °C,
##########,26.138 °C,
##########,26.138 °C,
##########,26.138 °C,
##########,26.138 °C,
##########,26.138 °C,
##########,26.138 °C,
##########,26.138 °C,
##########,26.138 °C,
##########,26.138 °C,
##########,26.138 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.263 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.201 °C,
##########,26.263 °C,
##########,26.201 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.201 °C,
##########,26.263 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.263 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.201 °C,
##########,26.201 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.201 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.263 °C,
##########,26.263 °C,
