scan,date,time,raw,calibrated
494,27/01/2023 , 23:10:00,0,0
495,27/01/2023 , 23:20:00,0,0
496,27/01/2023 , 23:30:00,0,0
497,27/01/2023 , 23:40:00,0,0
498,27/01/2023 , 23:50:00,0,0
499,27/01/2023 , 24:00:00,0,0
500,28/01/2023 , 00:10:00,0,0
501,28/01/2023 , 00:20:00,0,0
502,28/01/2023 , 00:30:00,0,0
503,28/01/2023 , 00:40:00,0,0
504,28/01/2023 , 00:50:00,0,0
505,28/01/2023 , 01:00:00,0,0
506,28/01/2023 , 01:10:00,0,0
507,28/01/2023 , 01:20:00,0,0
508,28/01/2023 , 01:30:00,0,0
509,28/01/2023 , 01:40:00,0,0
510,28/01/2023 , 01:50:00,0,0
511,28/01/2023 , 02:00:00,0,0
512,28/01/2023 , 02:10:00,0,0
513,28/01/2023 , 02:20:00,0,0
514,28/01/2023 , 02:30:00,0,0
515,28/01/2023 , 02:40:00,0,0
516,28/01/2023 , 02:50:00,0,0
517,28/01/2023 , 03:00:00,0,0
518,28/01/2023 , 03:10:00,0,0
519,28/01/2023 , 03:20:00,0,0
520,28/01/2023 , 03:30:00,0,0
521,28/01/2023 , 03:40:00,0,0
522,28/01/2023 , 03:50:00,0,0
523,28/01/2023 , 04:00:00,0,0
524,28/01/2023 , 04:10:00,0,0
525,28/01/2023 , 04:20:00,0,0
526,28/01/2023 , 04:30:00,0,0
527,28/01/2023 , 04:40:00,0,0
528,28/01/2023 , 04:50:00,0,0
529,28/01/2023 , 05:00:00,0,0
530,28/01/2023 , 05:10:00,0,0
531,28/01/2023 , 05:20:00,0,0
532,28/01/2023 , 05:30:00,0,0
533,28/01/2023 , 05:40:00,0,0
534,28/01/2023 , 05:50:00,0,0
535,28/01/2023 , 06:00:00,0,0
536,28/01/2023 , 06:10:00,0,0
537,28/01/2023 , 06:20:00,0,0
538,28/01/2023 , 06:30:00,0,0
539,28/01/2023 , 06:40:00,0,0
540,28/01/2023 , 06:50:00,0,0
541,28/01/2023 , 07:00:00,0,0
542,28/01/2023 , 07:10:00,0,0
543,28/01/2023 , 07:20:00,1,0.1
544,28/01/2023 , 07:30:00,6,0.4
545,28/01/2023 , 07:40:00,11,0.8
546,28/01/2023 , 07:50:00,22,1.5
547,28/01/2023 , 08:00:00,31,2.2
548,28/01/2023 , 08:10:00,33,2.3
549,28/01/2023 , 08:20:00,32,2.2
550,28/01/2023 , 08:30:00,76,5.3
551,28/01/2023 , 08:40:00,141,9.9
552,28/01/2023 , 08:50:00,268,18.7
553,28/01/2023 , 09:00:00,215,15
554,28/01/2023 , 09:10:00,426,29.8
555,28/01/2023 , 09:20:00,532,37.2
556,28/01/2023 , 09:30:00,404,28.2
557,28/01/2023 , 09:40:00,403,28.2
558,28/01/2023 , 09:50:00,507,35.4
559,28/01/2023 , 10:00:00,554,38.7
560,28/01/2023 , 10:10:00,536,37.5
561,28/01/2023 , 10:20:00,659,46.1
562,28/01/2023 , 10:30:00,723,50.5
563,28/01/2023 , 10:40:00,614,42.9
564,28/01/2023 , 10:50:00,525,36.7
565,28/01/2023 , 11:00:00,490,34.2
566,28/01/2023 , 11:10:00,391,27.3
567,28/01/2023 , 11:20:00,591,41.3
568,28/01/2023 , 11:30:00,987,69
569,28/01/2023 , 11:40:00,572,40
570,28/01/2023 , 11:50:00,492,34.4
571,28/01/2023 , 12:00:00,665,46.5
572,28/01/2023 , 12:10:00,720,50.3
573,28/01/2023 , 12:20:00,900,62.9
574,28/01/2023 , 12:30:00,777,54.3
575,28/01/2023 , 12:40:00,789,55.1
576,28/01/2023 , 12:50:00,781,54.6
577,28/01/2023 , 13:00:00,615,43
578,28/01/2023 , 13:10:00,589,41.2
579,28/01/2023 , 13:20:00,703,49.1
580,28/01/2023 , 13:30:00,634,44.3
581,28/01/2023 , 13:40:00,495,34.6
582,28/01/2023 , 13:50:00,610,42.6
583,28/01/2023 , 14:00:00,958,67
584,28/01/2023 , 14:10:00,575,40.2
585,28/01/2023 , 14:20:00,376,26.3
586,28/01/2023 , 14:30:00,373,26.1
587,28/01/2023 , 14:40:00,357,25
588,28/01/2023 , 14:50:00,579,40.5
589,28/01/2023 , 15:00:00,486,34
590,28/01/2023 , 15:10:00,330,23.1
591,28/01/2023 , 15:20:00,366,25.6
592,28/01/2023 , 15:30:00,442,30.9
593,28/01/2023 , 15:40:00,365,25.5
594,28/01/2023 , 15:50:00,326,22.8
595,28/01/2023 , 16:00:00,285,19.9
596,28/01/2023 , 16:10:00,307,21.5
597,28/01/2023 , 16:20:00,233,16.3
598,28/01/2023 , 16:30:00,194,13.6
599,28/01/2023 , 16:40:00,243,17
600,28/01/2023 , 16:50:00,250,17.5
601,28/01/2023 , 17:00:00,272,19
602,28/01/2023 , 17:10:00,253,17.7
603,28/01/2023 , 17:20:00,253,17.7
604,28/01/2023 , 17:30:00,178,12.4
605,28/01/2023 , 17:40:00,99,6.9
606,28/01/2023 , 17:50:00,66,4.6
607,28/01/2023 , 18:00:00,37,2.6
608,28/01/2023 , 18:10:00,8,0.6
609,28/01/2023 , 18:20:00,1,0.1
610,28/01/2023 , 18:30:00,0,0
611,28/01/2023 , 18:40:00,0,0
612,28/01/2023 , 18:50:00,0,0
613,28/01/2023 , 19:00:00,0,0
614,28/01/2023 , 19:10:00,0,0
615,28/01/2023 , 19:20:00,0,0
616,28/01/2023 , 19:30:00,0,0
617,28/01/2023 , 19:40:00,0,0
618,28/01/2023 , 19:50:00,0,0
619,28/01/2023 , 20:00:00,0,0
620,28/01/2023 , 20:10:00,0,0
621,28/01/2023 , 20:20:00,0,0
622,28/01/2023 , 20:30:00,0,0
623,28/01/2023 , 20:40:00,0,0
624,28/01/2023 , 20:50:00,0,0
625,28/01/2023 , 21:00:00,0,0
626,28/01/2023 , 21:10:00,0,0
627,28/01/2023 , 21:20:00,0,0
628,28/01/2023 , 21:30:00,0,0
629,28/01/2023 , 21:40:00,0,0
630,28/01/2023 , 21:50:00,0,0
631,28/01/2023 , 22:00:00,0,0
632,28/01/2023 , 22:10:00,0,0
633,28/01/2023 , 22:20:00,0,0
